ugCourse,ugSpecialization,jobRole,cgpa,historyofBacklogs,computerLiteracy,problemSolving,TechnicalSkill,ResearchSkill,communicationSkill,interpersonalSkill,teamwork,adaptability,timeManagement,emotionalIntelligence,continousLearning,leadership
BFA,Painting,Interior Designer,6.8,6.1,1.1,7.4,7.7,4.5,9.5,5.4,0.3,0.6,5.5,9.8,7.1,4.8
BA,English Literature,Event Planner,2.8,1.9,7.3,1.8,6.2,8.6,8.6,5.7,3.0,5.4,9.7,3.0,1.9,8.9
BCA,Web Development,IT Consultant,1.5,7.8,3.4,4.2,2.3,3.8,0.8,0.0,3.1,1.8,0.8,8.7,0.3,6.6
BSA,Space Technology,Space Musician,2.9,12.4,7.8,2.0,8.4,2.9,0.5,8.1,1.4,6.8,6.1,5.1,0.7,1.6
BSA,Space Technology,Cosmic Philosopher,2.5,4.5,8.5,5.9,4.2,5.9,3.0,7.9,8.9,2.9,3.4,3.9,3.2,4.3
BSA,Space Engineering,Cosmic Philosopher,8.3,13.6,9.4,8.0,4.8,6.2,5.4,3.4,1.0,6.0,7.6,8.0,9.8,0.7
BCom,Accounting,Auditor,3.0,12.9,9.1,9.0,5.6,8.9,1.9,8.1,5.4,9.5,0.9,3.6,4.6,0.2
BE or BTech,Computer Science,Mechanical Engineer,5.4,13.1,0.6,7.4,9.2,7.8,6.3,2.4,3.6,4.1,5.3,4.5,1.7,9.2
BBA,Business Administration,Operations Manager,6.4,5.2,2.3,5.8,4.0,5.7,2.5,8.9,6.9,8.8,5.4,1.2,7.4,1.8
BCom,Finance,Business Consultant,6.9,10.7,6.2,9.7,2.2,4.4,9.4,0.8,2.0,8.2,10.0,8.0,0.3,0.4
BBA,Entrepreneurship,Management Consultant,8.1,12.1,5.2,9.8,6.3,3.5,2.2,2.4,9.9,2.1,5.1,6.8,3.0,2.0
BCA,Computer Applications,Cybersecurity Analyst,8.0,12.6,6.2,8.1,4.4,5.6,0.7,8.8,4.3,3.1,4.5,8.7,6.7,4.6
BA,Psychology,Event Planner,9.8,10.7,0.3,7.7,3.3,1.1,7.0,5.6,3.3,1.1,9.7,0.1,7.3,0.0
BBA,International Business,Financial Analyst,3.6,0.8,8.6,8.3,8.0,1.2,4.4,8.8,4.2,6.9,2.5,4.4,2.6,2.4
BCom,Accounting,E-commerce Manager,6.0,12.5,2.5,6.4,2.0,5.0,9.6,0.1,0.3,9.2,7.3,10.0,7.0,6.7
BCom,Marketing,Retail Manager,5.8,2.4,1.2,3.9,8.5,10.0,8.5,2.5,6.3,5.6,2.5,8.4,2.7,2.0
BEd,Special Education,ESL Teacher,6.3,6.4,4.4,2.4,0.9,6.4,5.1,0.8,2.3,8.3,0.7,6.5,8.5,1.0
BEd,Early Childhood Education,ESL Teacher,7.9,3.0,6.5,7.8,6.5,0.6,3.2,1.8,2.2,1.0,5.3,5.7,0.6,6.0
BSc,Biology,Environmental Scientist,3.6,2.2,1.7,8.5,0.4,5.3,1.4,1.9,4.7,8.2,6.5,5.2,1.6,3.9
BFA,Sculpture,Multimedia Artist,4.3,11.2,4.7,7.1,6.5,3.6,5.4,5.8,3.5,8.5,9.0,8.3,7.6,3.3
BCA,Computer Applications,Cybersecurity Analyst,2.3,11.6,0.3,0.6,0.0,7.3,4.3,5.1,8.5,8.1,4.1,8.1,7.8,1.9
BE or BTech,Civil Engineering,Automotive Engineer,5.5,14.7,5.7,1.5,1.4,3.8,4.3,1.4,8.5,0.9,8.9,3.2,8.8,6.9
BA,Economics,Copywriter,4.4,1.6,7.6,2.8,6.4,3.0,4.9,5.4,1.8,4.6,7.3,6.6,1.5,6.5
BArch,Interior Design,Building Inspector,8.2,0.0,3.7,8.0,8.0,1.8,1.7,1.7,8.6,3.5,0.2,6.2,6.8,0.5
BEd,Secondary Education,Special Education Teacher,3.0,10.8,0.2,0.2,2.3,7.9,2.5,7.0,6.1,5.3,1.9,9.7,6.3,4.2
BA,English Literature,Human Resources Assistant,5.0,13.0,7.6,2.6,2.5,6.8,3.8,7.9,2.5,3.2,6.5,6.7,5.9,4.0
BFA,Fine Arts,Photographer,2.6,7.6,2.8,0.6,3.5,4.5,0.0,6.0,9.7,7.4,6.1,1.6,9.5,1.1
BA,Psychology,Social Media Manager,5.4,4.4,8.5,4.1,5.0,5.0,2.1,3.8,0.7,9.9,7.2,2.1,8.9,3.6
BE or BTech,Civil Engineering,Chemical Engineer,4.1,3.8,4.9,6.2,5.7,2.5,0.2,1.0,4.8,3.6,5.9,8.9,8.8,1.2
BEd,Special Education,Education Consultant,7.7,1.9,1.3,7.7,3.2,7.9,8.1,1.4,9.7,6.4,9.5,9.8,1.5,2.2
BEd,Elementary Education,Special Education Teacher,8.0,7.2,8.6,8.0,5.1,2.6,8.6,9.3,5.1,8.9,8.8,9.8,8.7,3.1
BBA,International Business,Financial Analyst,4.6,3.5,2.8,0.6,4.6,3.7,5.2,7.1,5.1,4.8,0.7,2.3,4.8,2.7
BCom,Marketing,Tax Consultant,9.6,2.7,9.0,4.5,3.6,8.7,4.6,3.7,1.3,5.2,10.0,5.2,3.7,3.5
BCA,Computer Applications,Cybersecurity Analyst,4.0,4.9,9.3,7.3,6.3,3.9,0.5,4.1,7.0,2.3,6.4,5.4,6.8,8.8
BArch,Urban Planning,Landscape Architect,1.1,1.1,8.8,3.1,9.1,5.4,4.6,9.1,5.8,0.9,4.3,5.0,7.6,0.4
BArch,Interior Design,Architect,9.1,0.2,7.2,4.5,5.8,3.4,1.7,9.9,7.1,7.2,5.5,4.4,1.0,2.1
BBA,Entrepreneurship,Marketing Manager,8.0,2.0,2.4,2.9,2.9,1.8,2.3,3.5,3.5,2.4,8.1,5.1,7.4,5.4
BEd,Special Education,Tutor,7.9,0.8,8.2,6.5,8.7,8.0,5.0,8.5,2.4,8.4,5.2,9.9,2.6,4.3
BCA,Web Development,IT Consultant,8.3,1.6,3.8,8.0,2.7,8.7,4.2,6.3,8.3,9.3,6.1,3.8,8.6,2.6
BCA,Software Engineering,Database Administrator,2.1,6.5,4.0,8.6,6.4,4.8,6.9,7.2,0.7,4.4,9.8,9.8,4.2,8.0
BCom,Finance,Accountant,2.3,0.3,2.1,1.0,7.9,4.6,2.3,0.2,4.5,9.2,4.2,3.1,1.0,4.4
BArch,Interior Design,Interior Designer,6.9,12.0,5.6,8.5,9.7,0.3,8.4,6.6,1.5,2.9,3.0,1.0,3.5,0.5
BE or BTech,Electrical Engineering,Aerospace Engineer,3.1,6.9,5.2,6.1,9.1,8.9,7.8,5.4,9.7,9.9,8.3,4.9,7.6,8.7
BE or BTech,Mechanical Engineering,Network Engineer,5.6,3.6,6.3,2.7,7.1,9.8,6.2,8.2,1.2,7.7,9.0,5.5,3.2,1.0
BBA,Human Resource Management,Human Resources Manager,4.6,5.1,7.4,4.1,0.9,8.1,6.8,1.5,9.3,9.0,8.4,7.2,10.0,3.0
BArch,Architecture,Landscape Architect,2.3,0.7,2.6,9.8,4.2,4.0,5.7,4.0,1.5,1.7,5.9,0.5,4.4,7.0
BE or BTech,Computer Science,Mechanical Engineer,2.9,5.8,9.6,2.9,2.8,1.7,0.6,6.9,4.0,4.5,3.5,3.5,7.5,2.0
BSc,Physics,Pharmaceutical Sales Representative,2.4,2.0,2.3,2.7,7.8,9.5,0.7,5.2,2.4,7.8,1.4,1.8,2.4,6.7
BA,English Literature,Journalist,2.2,12.8,2.1,6.8,5.2,1.8,6.1,6.6,6.5,0.5,0.1,0.9,1.3,3.0
BArch,Interior Design,Sustainability Consultant,7.8,9.9,6.3,3.9,2.9,9.3,9.0,1.8,4.6,8.8,4.9,1.1,4.0,1.1
BBA,International Business,Management Consultant,3.9,6.8,4.2,4.6,6.5,2.4,4.7,6.3,6.9,8.9,4.7,4.6,2.3,7.9
BEd,Secondary Education,ESL Teacher,3.3,13.5,7.8,8.4,1.0,8.2,1.3,9.9,6.5,2.9,1.2,8.3,7.5,5.5
BFA,Fine Arts,Animator,6.3,8.5,2.7,5.7,0.3,3.8,4.9,0.2,1.8,7.1,1.7,1.1,4.6,3.1
BSc,Chemistry,Environmental Scientist,2.2,6.4,4.4,6.5,7.8,6.0,2.5,1.7,0.3,1.4,4.3,0.4,5.7,2.7
BA,Economics,Social Media Manager,8.1,4.3,6.0,0.1,8.5,7.7,3.7,6.7,2.1,5.4,9.7,7.0,5.9,6.3
BA,History,Copywriter,4.1,7.9,1.6,7.9,2.0,2.2,0.0,1.4,2.4,5.2,5.5,5.3,4.0,7.4
BCA,Computer Applications,Web Developer,6.1,5.8,0.6,3.5,4.5,5.7,9.7,4.8,8.7,6.4,2.8,7.4,4.3,8.4
BArch,Landscape Architecture,Sustainability Consultant,1.9,13.5,5.9,2.1,2.4,8.8,7.4,5.6,1.9,3.5,7.9,6.7,1.2,4.2
BArch,Interior Design,Sustainability Consultant,5.6,13.8,0.9,6.9,2.3,0.3,3.2,8.3,8.8,7.7,2.2,4.5,9.4,2.0
BE or BTech,Mechanical Engineering,Aerospace Engineer,2.7,1.2,0.7,7.2,3.1,4.5,1.2,5.8,3.0,6.4,3.2,2.1,0.8,1.3
BArch,Urban Planning,Interior Designer,9.5,7.3,9.1,2.1,3.3,3.2,1.9,1.9,8.2,7.4,1.7,5.8,1.2,4.1
BBA,Human Resource Management,Management Consultant,1.0,5.8,6.2,6.8,7.7,1.7,2.6,7.1,2.4,4.7,8.8,8.4,1.6,7.1
BFA,Fine Arts,Art Director,7.1,2.4,4.2,2.0,7.3,4.2,4.4,4.1,5.5,5.6,1.2,2.7,3.9,5.9
BCA,Computer Applications,Game Developer,7.9,6.6,9.9,1.2,6.6,8.1,5.3,0.9,3.4,5.0,7.9,5.8,5.3,3.4
BBA,International Business,Entrepreneur,7.3,7.6,3.1,7.7,6.7,4.6,7.5,4.8,4.5,2.1,9.6,6.0,4.8,8.4
BCom,Finance,Financial Analyst,9.9,1.8,0.5,8.2,6.4,3.6,0.9,2.8,5.7,4.9,9.4,9.8,9.4,2.7
BSA,Space Engineering,Galactic Historian,6.8,3.0,9.2,4.4,9.8,8.3,0.9,4.1,2.1,3.5,0.8,6.0,1.1,6.0
BCom,Accounting,Auditor,6.7,1.2,9.8,6.2,2.0,8.5,9.8,1.0,3.8,7.3,8.4,9.1,6.8,8.3
BArch,Urban Planning,Real Estate Developer,4.6,10.9,7.8,4.5,4.9,5.2,8.7,9.5,1.5,1.4,3.7,7.7,5.3,2.1
BE or BTech,Civil Engineering,Electrical Engineer,6.4,7.2,0.2,9.6,3.3,7.3,0.9,6.7,7.7,1.9,7.1,9.0,2.0,7.3
BA,Economics,Marketing Coordinator,2.6,2.3,7.1,7.5,5.7,6.7,3.4,4.7,9.9,8.8,0.2,7.1,7.6,2.4
BSA,Astronomy,Astro-Ethnographer,9.2,7.9,0.7,6.1,6.4,2.2,8.2,8.6,8.7,5.2,9.0,8.6,6.5,1.7
BBA,International Business,Operations Manager,7.4,2.1,4.9,0.7,0.9,2.1,9.2,7.0,1.1,8.7,3.7,5.8,1.0,1.5
BA,English Literature,Journalist,9.5,0.4,3.9,0.9,5.4,9.2,2.6,4.2,6.6,1.2,6.3,2.8,4.0,6.5
BA,History,Social Media Manager,6.3,2.3,7.1,7.9,7.2,1.6,9.5,5.8,0.5,5.0,8.1,7.6,4.8,8.2
BArch,Architecture,Sustainability Consultant,1.6,0.8,9.4,6.5,5.9,3.7,3.0,8.5,1.6,0.4,3.5,5.2,8.1,4.8
BE or BTech,Civil Engineering,Aerospace Engineer,6.9,0.0,4.7,2.4,6.3,10.0,6.3,0.4,5.2,0.9,0.4,6.8,0.1,6.5
BSc,Mathematics,Research Scientist,7.8,1.4,3.0,5.8,1.4,4.5,7.9,0.4,1.3,0.6,7.9,9.8,2.8,3.7
BSc,Mathematics,Environmental Scientist,3.2,0.3,6.2,6.1,8.6,2.8,0.9,9.8,8.8,4.2,2.6,9.7,2.9,2.5
BSc,Chemistry,Forensic Scientist,8.2,12.6,8.3,8.4,6.8,1.4,4.0,7.2,4.6,4.8,9.8,8.4,7.0,1.6
BFA,Fine Arts,Art Teacher,1.7,14.1,4.0,0.2,6.3,2.1,9.4,2.3,1.3,5.7,5.8,9.1,1.8,7.4
BEd,Early Childhood Education,Education Administrator,8.1,5.6,9.1,7.8,7.0,0.0,7.9,6.9,7.7,1.4,8.8,6.3,6.4,8.5
BFA,Graphic Design,Graphic Designer,4.9,11.6,7.2,6.9,9.0,1.5,7.5,9.4,1.2,6.6,3.2,1.6,5.1,5.2
BArch,Interior Design,Real Estate Developer,9.6,8.6,4.0,7.1,4.9,2.6,1.2,2.4,3.1,8.7,5.8,9.2,7.7,4.1
BEd,Special Education,Education Administrator,3.2,4.2,3.3,9.2,9.0,0.4,1.1,0.2,2.2,3.3,5.0,6.7,6.4,9.3
BA,History,Human Resources Assistant,5.5,6.5,4.3,5.5,7.4,7.8,1.9,0.6,7.0,4.3,8.1,0.8,9.4,7.7
BFA,Graphic Design,Film and Video Editor,7.1,7.4,0.3,1.4,0.9,4.1,7.3,9.2,0.2,3.9,9.1,4.9,0.0,4.7
BCom,Finance,E-commerce Manager,8.1,0.0,7.0,1.1,2.5,1.5,9.7,8.0,5.9,9.6,6.2,2.0,9.5,3.1
BBA,Entrepreneurship,Supply Chain Manager,1.9,11.0,8.3,0.6,7.9,6.1,9.0,9.0,8.0,0.3,2.6,7.8,9.4,9.0
BCA,Computer Applications,Software Developer,4.5,0.1,7.4,0.1,0.6,9.1,8.8,3.5,2.2,0.8,7.1,0.9,7.4,7.9
BArch,Urban Planning,Building Inspector,4.6,6.6,8.3,7.0,8.8,2.4,3.1,9.3,9.3,3.5,5.8,1.7,7.3,8.3
BSc,Chemistry,Forensic Scientist,4.0,9.1,4.1,7.0,0.8,3.1,2.9,6.3,4.5,6.2,4.1,0.0,3.2,7.6
BCA,Software Engineering,UI/UX Designer,2.7,12.3,6.4,8.5,6.3,2.0,8.2,7.2,6.1,1.8,1.2,8.1,4.6,4.1
BFA,Sculpture,Gallery Curator,2.6,10.0,3.7,5.4,8.1,0.0,1.4,9.9,9.8,9.8,6.9,9.1,0.5,7.8
BEd,Early Childhood Education,School Counselor,10.0,14.6,6.0,2.9,2.8,8.7,7.0,4.6,5.9,2.1,6.2,2.3,5.4,6.1
BBA,Human Resource Management,Marketing Manager,8.7,10.7,7.6,1.5,7.2,6.8,2.2,7.0,0.3,9.5,2.2,3.0,8.9,1.6
BBA,Business Administration,Business Development Manager,7.5,2.7,7.2,3.5,2.0,3.0,5.1,5.0,8.6,0.3,6.6,6.4,4.9,4.9
BSA,Space Technology,Astro-Ethnographer,7.4,12.3,4.9,2.9,5.0,4.2,0.7,3.3,6.8,1.3,5.1,4.6,7.9,1.2
BArch,Landscape Architecture,Interior Designer,1.5,8.6,0.7,4.5,4.7,4.9,9.5,7.4,0.6,5.3,3.0,0.4,4.6,4.2
BBA,Entrepreneurship,Entrepreneur,7.8,8.7,5.3,1.2,1.2,8.1,9.0,8.8,6.9,2.1,0.9,1.8,1.6,2.6
BBA,Human Resource Management,Business Development Manager,3.9,5.8,3.2,6.6,10.0,5.9,8.1,0.3,7.8,5.6,4.5,5.6,7.0,3.4
BSA,Astrophysics,Galactic Historian,4.7,13.2,5.3,9.5,7.8,5.1,8.8,9.4,0.4,9.6,5.2,8.0,4.7,1.5
BCom,Accounting,Business Consultant,3.4,9.3,8.6,0.5,3.0,4.5,0.5,4.1,3.3,0.6,6.1,1.5,2.4,2.5
BBA,Human Resource Management,Supply Chain Manager,6.5,11.9,0.2,1.7,8.2,0.4,5.7,9.3,9.5,0.2,6.3,3.6,2.5,9.6
BCA,Computer Applications,Web Developer,6.2,4.5,9.1,1.5,8.1,1.4,2.5,1.6,9.9,9.8,3.8,5.5,5.9,6.9
BE or BTech,Computer Science,Network Engineer,6.0,14.3,9.7,5.5,7.6,1.9,7.8,2.5,6.3,0.8,3.8,0.1,7.9,5.7
BE or BTech,Computer Science,Software Engineer,6.5,4.5,4.9,3.3,8.3,1.6,9.1,1.1,0.2,6.5,9.6,5.6,3.1,3.6
BSA,Space Engineering,Spacecraft Designer,7.6,14.9,3.0,6.1,4.2,5.8,8.0,6.4,4.4,8.4,10.0,5.1,2.4,2.8
BEd,Special Education,Education Administrator,7.3,14.3,2.5,0.4,5.2,7.4,1.4,5.6,0.2,0.3,8.9,1.7,2.7,2.5
BSc,Mathematics,Pharmaceutical Sales Representative,2.9,12.7,1.3,10.0,1.0,4.8,2.6,9.2,5.7,4.3,6.3,4.8,5.2,4.9
BBA,Human Resource Management,Financial Analyst,9.4,12.2,2.0,6.5,3.6,9.0,0.3,7.5,4.2,1.9,7.2,5.4,2.0,7.8
BE or BTech,Electrical Engineering,Network Engineer,1.7,7.0,8.3,5.7,4.1,4.9,2.0,5.1,8.6,8.4,8.3,1.4,6.2,9.1
BSA,Space Technology,Astrobiologist,7.8,9.7,7.9,9.3,6.0,5.5,3.9,6.5,0.8,1.7,8.7,4.0,8.6,7.9
BSA,Space Technology,Exoplanetary Geologist,7.3,5.7,7.3,0.1,3.9,2.4,2.2,0.5,1.9,5.0,6.5,4.6,6.9,0.3
BSc,Biology,Pharmaceutical Sales Representative,1.7,1.2,2.6,8.3,0.1,2.9,7.6,9.8,9.9,5.2,4.2,8.0,6.8,3.0
BBA,Business Administration,Management Consultant,2.0,9.4,4.4,5.8,9.0,3.2,7.4,8.9,2.0,4.4,8.3,8.1,5.4,2.4
BCom,Management,Investment Analyst,5.3,4.0,9.9,4.9,2.0,3.0,1.5,6.6,4.5,4.0,4.1,5.2,9.5,8.4
BSc,Mathematics,Research Scientist,1.1,9.4,3.2,1.3,0.6,0.1,7.5,5.6,8.5,6.1,0.6,2.7,5.9,9.0
BFA,Painting,Illustrator,6.1,0.6,0.8,7.9,8.6,8.8,0.4,9.5,5.3,4.5,8.1,6.8,6.1,4.3
BSA,Astronomy,Interstellar Photographer,5.4,0.6,4.6,2.0,3.6,2.2,4.2,2.7,2.1,6.8,3.7,8.4,9.0,2.7
BEd,Special Education,School Librarian,8.3,7.9,5.9,6.7,3.2,5.0,9.0,5.7,8.3,8.0,4.7,5.6,1.1,3.5
BCA,Software Engineering,Systems Analyst,1.6,1.8,4.5,0.3,3.7,1.5,1.4,8.4,4.8,9.7,9.4,3.8,3.1,0.3
BSc,Chemistry,Statistician,6.6,11.2,2.5,8.1,6.5,1.7,2.2,2.5,7.0,0.2,0.7,9.3,9.4,1.0
BSA,Space Engineering,Spacecraft Designer,1.3,9.8,4.2,10.0,5.7,0.1,9.3,4.8,8.8,5.3,5.3,9.1,9.2,7.6
BBA,Business Administration,Project Manager,4.2,9.2,7.9,6.4,2.6,4.7,5.2,4.8,0.1,3.6,5.2,7.5,3.4,1.4
BEd,Special Education,Instructional Designer,1.4,2.6,0.4,1.6,5.4,5.9,0.7,1.6,4.9,0.9,0.5,0.8,1.1,5.6
BSc,Biology,Research Scientist,8.3,3.9,2.8,7.8,4.6,2.6,6.4,6.3,2.5,4.7,6.7,9.3,9.4,9.1
BE or BTech,Electrical Engineering,Biomedical Engineer,1.1,2.1,2.0,7.0,8.7,8.7,2.6,9.9,2.2,6.2,9.0,6.8,8.6,5.9
BEd,Special Education,Tutor,4.0,5.2,6.4,4.8,0.7,1.2,9.9,2.3,2.6,0.4,0.3,5.1,9.1,8.6
BCom,Accounting,Investment Analyst,5.6,3.9,6.9,3.7,2.5,0.5,1.7,5.7,1.9,4.2,1.7,8.9,9.9,9.5
BCom,Finance,Accountant,7.5,2.8,3.6,0.7,5.8,4.6,3.3,1.4,6.3,6.3,8.2,3.3,4.6,8.9
BA,History,Content Writer,8.3,3.8,6.6,3.7,9.7,2.7,3.8,4.6,1.6,5.1,6.1,9.6,6.7,0.1
BEd,Elementary Education,Curriculum Developer,1.3,3.1,1.2,2.7,0.7,0.4,8.3,5.0,7.1,9.3,3.4,2.3,3.8,9.5
BCA,Computer Applications,Database Administrator,4.1,14.9,4.1,1.1,8.7,2.7,2.3,0.8,1.6,0.0,7.3,3.8,3.8,8.7
BEd,Secondary Education,Teacher,4.6,9.2,3.9,7.7,9.5,2.7,2.3,0.7,7.2,3.7,5.9,3.3,3.7,9.9
BFA,Fine Arts,Photographer,4.8,2.7,0.4,1.2,6.6,9.4,8.9,6.4,6.1,4.2,6.9,9.7,6.2,9.4
BCom,Finance,Sales Executive,6.4,5.5,9.8,6.1,5.5,1.0,6.8,6.5,1.3,7.5,6.2,10.0,8.7,8.2
BFA,Painting,Multimedia Artist,7.6,7.8,7.4,7.8,2.1,1.3,5.4,4.6,5.8,3.2,3.9,0.0,7.3,4.2
BSA,Space Engineering,Interstellar Photographer,9.1,7.6,1.4,0.8,2.8,9.1,3.4,1.3,8.0,5.5,3.6,4.4,3.9,4.4
BSc,Physics,Quality Control Analyst,6.1,0.5,2.3,4.7,3.8,3.7,5.9,9.5,6.0,2.1,0.3,1.6,5.0,5.4
BBA,Entrepreneurship,Entrepreneur,8.7,12.1,2.7,5.5,6.2,6.2,9.8,0.3,6.1,7.9,9.0,1.8,3.2,7.7
BFA,Fine Arts,Interior Designer,9.6,12.2,8.7,1.7,9.1,9.5,10.0,8.6,3.8,7.0,9.6,4.2,9.8,1.1
BA,English Literature,Journalist,7.4,12.2,1.2,5.6,2.2,4.0,6.2,5.9,1.5,4.2,1.4,8.6,5.6,1.2
BArch,Interior Design,Historic Preservationist,2.9,9.9,6.7,5.2,7.2,8.0,9.8,6.4,8.4,8.6,4.3,4.5,7.7,5.2
BE or BTech,Electrical Engineering,Automotive Engineer,3.9,6.6,1.5,4.3,2.9,2.2,6.4,6.0,6.8,7.2,9.8,5.4,4.0,2.7
BSA,Space Technology,Intergalactic Diplomat,7.2,8.1,9.7,4.0,7.4,8.5,5.5,2.2,5.0,7.2,1.4,8.1,5.1,8.2
BEd,Special Education,Curriculum Developer,4.4,4.2,5.5,5.1,7.6,0.9,1.6,8.4,9.6,1.8,7.4,7.1,4.3,0.0
BCA,Web Development,Computer Programmer,9.5,2.2,2.6,0.6,8.5,9.4,7.8,5.3,2.6,2.9,8.4,8.7,2.7,9.2
BCA,Web Development,Network Administrator,8.1,13.3,5.1,0.5,5.0,3.5,1.4,3.8,5.8,7.5,4.6,8.4,0.1,3.9
BE or BTech,Mechanical Engineering,Automotive Engineer,3.9,8.0,6.0,4.3,7.8,0.5,3.4,9.3,5.6,1.2,0.5,1.9,0.9,2.9
BE or BTech,Electrical Engineering,Automotive Engineer,7.5,4.2,4.0,5.6,4.9,3.9,6.0,5.8,6.3,7.0,8.1,1.3,8.7,9.9
BSA,Space Engineering,Space Musician,9.5,3.6,8.8,6.9,3.3,4.9,1.4,2.6,9.4,0.2,1.0,1.7,5.0,4.3
BBA,Human Resource Management,Financial Analyst,1.2,10.0,2.6,9.6,5.3,4.7,5.4,6.8,3.5,5.5,6.4,8.7,9.2,6.3
BCom,Management,Financial Analyst,6.2,9.8,8.4,4.7,1.9,9.8,3.9,9.5,9.3,5.2,6.6,9.9,7.7,2.6
BEd,Secondary Education,School Librarian,1.0,11.1,9.2,6.3,8.0,2.0,4.5,6.7,2.2,2.9,0.5,9.5,6.9,8.5
BArch,Interior Design,Historic Preservationist,5.4,12.7,4.3,8.7,1.7,0.7,3.1,7.4,5.7,6.6,3.2,9.0,6.5,9.7
BE or BTech,Computer Science,Mechanical Engineer,5.4,3.9,6.5,9.6,5.4,4.0,9.3,4.3,2.8,6.4,8.7,7.5,5.0,5.9
BCom,Finance,Financial Analyst,4.5,4.5,5.8,2.7,9.2,0.9,3.4,2.7,8.6,9.5,5.1,2.9,4.8,0.5
BE or BTech,Mechanical Engineering,Chemical Engineer,4.5,6.3,1.7,4.0,5.7,6.8,5.9,0.1,9.1,6.1,3.7,9.1,4.1,9.9
BEd,Secondary Education,School Librarian,4.9,3.5,0.3,3.3,8.4,6.7,4.1,7.3,0.2,2.5,8.3,5.4,0.9,9.3
BFA,Graphic Design,Illustrator,2.4,10.7,3.9,8.8,8.1,3.5,9.1,9.9,0.9,8.9,9.2,8.0,7.0,6.9
BCA,Web Development,IT Consultant,3.3,3.7,3.0,7.2,0.3,8.8,1.0,5.6,6.4,9.9,6.1,6.8,2.9,8.5
BEd,Secondary Education,Education Consultant,6.9,13.3,0.6,2.9,2.1,1.2,8.8,6.1,5.4,1.3,3.9,6.6,6.4,5.2
BFA,Sculpture,Photographer,7.1,11.3,4.6,8.3,4.2,2.8,8.3,1.2,8.5,2.6,5.6,7.2,8.6,1.5
BCom,Management,Business Consultant,9.0,2.7,2.5,2.2,9.1,2.9,4.6,1.1,4.2,3.1,3.8,7.2,2.3,7.0
BEd,Special Education,Education Consultant,9.1,9.5,8.3,8.0,0.2,9.3,3.2,9.9,0.4,4.7,6.2,8.3,4.2,0.2
BSA,Astrophysics,Astrobiologist,3.7,11.7,3.3,6.5,0.2,9.8,5.0,6.8,2.6,6.1,2.9,5.7,4.7,0.6
BSA,Astronomy,Galactic Historian,4.5,0.1,3.8,2.1,7.7,6.9,2.0,8.8,2.2,5.6,3.1,8.6,1.9,9.7
BSc,Biology,Quality Control Analyst,8.6,2.5,1.0,2.2,3.6,5.1,7.4,1.5,8.7,2.9,4.0,5.5,3.4,9.8
BA,History,Public Relations Specialist,3.1,9.2,0.3,9.4,6.8,7.5,5.9,1.9,4.1,0.6,5.1,3.9,6.2,7.5
BSA,Space Technology,Cosmic Philosopher,8.4,2.4,7.3,6.7,8.1,0.9,2.1,5.7,5.4,8.2,8.4,2.2,3.0,4.9
BA,Psychology,Journalist,1.5,10.7,1.1,4.7,2.4,9.6,6.6,4.6,8.7,2.6,8.1,2.6,2.6,9.8
BEd,Early Childhood Education,Tutor,3.2,11.8,9.5,3.2,6.1,7.2,7.6,8.3,8.8,5.7,9.1,9.5,5.5,3.0
BEd,Secondary Education,Instructional Designer,9.5,2.7,7.0,3.0,4.3,2.0,2.1,7.7,5.7,2.8,0.2,6.3,9.0,5.9
BEd,Special Education,Education Consultant,7.5,2.9,5.3,4.7,1.9,3.3,5.9,3.0,7.7,4.1,5.2,4.8,1.6,7.0
BSA,Space Engineering,Space Musician,2.4,8.4,2.9,8.8,6.5,0.7,3.9,9.6,3.8,9.8,3.8,4.6,5.0,0.6
BCA,Software Engineering,Systems Analyst,4.4,0.2,1.6,1.4,2.5,1.8,0.9,7.0,0.1,6.7,6.7,8.9,5.7,3.6
BEd,Elementary Education,School Counselor,8.2,12.3,2.4,2.4,4.8,1.2,8.6,9.2,0.8,6.9,9.7,7.5,7.7,0.5
BA,English Literature,Marketing Coordinator,6.2,14.5,7.4,7.8,4.2,2.8,3.9,2.6,3.2,9.2,5.7,1.5,8.5,3.7
BCA,Computer Applications,Game Developer,6.5,6.4,3.0,7.5,3.5,8.6,8.6,1.3,2.7,2.5,6.3,3.6,7.3,9.7
BCA,Software Engineering,Game Developer,4.5,7.0,4.7,8.5,3.3,4.0,6.7,4.7,4.2,2.7,7.6,2.8,3.5,1.2
BEd,Early Childhood Education,School Counselor,5.3,0.4,7.6,6.8,6.3,0.5,2.8,0.2,2.9,1.0,0.9,7.8,8.2,3.9
BE or BTech,Civil Engineering,Electrical Engineer,2.5,9.5,2.9,6.9,1.3,0.1,8.2,1.3,1.7,3.7,1.7,5.9,0.7,1.3
BSA,Space Engineering,Exoplanetary Geologist,8.5,2.4,4.4,0.1,8.1,5.8,5.4,0.5,6.4,5.5,0.3,7.2,0.3,3.3
BE or BTech,Electrical Engineering,Biomedical Engineer,3.4,2.8,1.9,8.1,4.7,7.1,3.4,4.8,1.3,0.6,6.2,1.0,4.1,6.5
BCA,Computer Applications,Cybersecurity Analyst,9.0,2.8,1.8,8.3,9.4,3.4,9.3,9.0,8.8,4.8,1.0,3.6,6.0,3.7
